profile,pair_id,ligand,receptor,cluster
Kng1_Bdkrb1,"[""Kng1"",""Bdkrb1""]",Kng1,Bdkrb1,2
Kng1_Bdkrb2,"[""Kng1"",""Bdkrb2""]",Kng1,Bdkrb2,3
Kng2_Bdkrb1,"[""Kng2"",""Bdkrb1""]",Kng2,Bdkrb1,1
Kng2_Bdkrb2,"[""Kng2"",""Bdkrb2""]",Kng2,Bdkrb2,1
L1cam_Itga4_Itgb7,"[""L1cam"",""Itga4_Itgb7""]",L1cam,Itga4_Itgb7,2
L1cam_Itgav_Itgb3,"[""L1cam"",""Itgav_Itgb3""]",L1cam,Itgav_Itgb3,2
L1cam_L1cam,"[""L1cam"",""L1cam""]",L1cam,L1cam,3
Lama1_Cd44,"[""Lama1"",""Cd44""]",Lama1,Cd44,1
Lama1_Dag1,"[""Lama1"",""Dag1""]",Lama1,Dag1,1
Lama1_Itga1_Itgb1,"[""Lama1"",""Itga1_Itgb1""]",Lama1,Itga1_Itgb1,1
Lama1_Itga2_Itgb1,"[""Lama1"",""Itga2_Itgb1""]",Lama1,Itga2_Itgb1,1
Lama1_Itga3_Itgb1,"[""Lama1"",""Itga3_Itgb1""]",Lama1,Itga3_Itgb1,1
Lama1_Itga6_Itgb1,"[""Lama1"",""Itga6_Itgb1""]",Lama1,Itga6_Itgb1,1
Lama1_Itga6_Itgb4,"[""Lama1"",""Itga6_Itgb4""]",Lama1,Itga6_Itgb4,1
Lama1_Itga7_Itgb1,"[""Lama1"",""Itga7_Itgb1""]",Lama1,Itga7_Itgb1,1
Lama1_Itga9_Itgb1,"[""Lama1"",""Itga9_Itgb1""]",Lama1,Itga9_Itgb1,1
Lama1_Itgav_Itgb8,"[""Lama1"",""Itgav_Itgb8""]",Lama1,Itgav_Itgb8,1
Lama1_Sv2a,"[""Lama1"",""Sv2a""]",Lama1,Sv2a,1
Lama1_Sv2b,"[""Lama1"",""Sv2b""]",Lama1,Sv2b,1
Lama1_Sv2c,"[""Lama1"",""Sv2c""]",Lama1,Sv2c,1
Lama2_Cd44,"[""Lama2"",""Cd44""]",Lama2,Cd44,1
Lama2_Dag1,"[""Lama2"",""Dag1""]",Lama2,Dag1,1
Lama2_Itga1_Itgb1,"[""Lama2"",""Itga1_Itgb1""]",Lama2,Itga1_Itgb1,1
Lama2_Itga2_Itgb1,"[""Lama2"",""Itga2_Itgb1""]",Lama2,Itga2_Itgb1,1
Lama2_Itga3_Itgb1,"[""Lama2"",""Itga3_Itgb1""]",Lama2,Itga3_Itgb1,1
Lama2_Itga6_Itgb1,"[""Lama2"",""Itga6_Itgb1""]",Lama2,Itga6_Itgb1,1
Lama2_Itga6_Itgb4,"[""Lama2"",""Itga6_Itgb4""]",Lama2,Itga6_Itgb4,1
Lama2_Itga7_Itgb1,"[""Lama2"",""Itga7_Itgb1""]",Lama2,Itga7_Itgb1,1
Lama2_Itga9_Itgb1,"[""Lama2"",""Itga9_Itgb1""]",Lama2,Itga9_Itgb1,1
Lama2_Itgav_Itgb8,"[""Lama2"",""Itgav_Itgb8""]",Lama2,Itgav_Itgb8,1
Lama2_Sv2a,"[""Lama2"",""Sv2a""]",Lama2,Sv2a,1
Lama2_Sv2b,"[""Lama2"",""Sv2b""]",Lama2,Sv2b,1
Lama2_Sv2c,"[""Lama2"",""Sv2c""]",Lama2,Sv2c,1
Lama3_Cd44,"[""Lama3"",""Cd44""]",Lama3,Cd44,2
Lama3_Dag1,"[""Lama3"",""Dag1""]",Lama3,Dag1,1
Lama3_Itga1_Itgb1,"[""Lama3"",""Itga1_Itgb1""]",Lama3,Itga1_Itgb1,1
Lama3_Itga2_Itgb1,"[""Lama3"",""Itga2_Itgb1""]",Lama3,Itga2_Itgb1,1
Lama3_Itga3_Itgb1,"[""Lama3"",""Itga3_Itgb1""]",Lama3,Itga3_Itgb1,1
Lama3_Itga6_Itgb1,"[""Lama3"",""Itga6_Itgb1""]",Lama3,Itga6_Itgb1,1
Lama3_Itga6_Itgb4,"[""Lama3"",""Itga6_Itgb4""]",Lama3,Itga6_Itgb4,1
Lama3_Itga7_Itgb1,"[""Lama3"",""Itga7_Itgb1""]",Lama3,Itga7_Itgb1,1
Lama3_Itga9_Itgb1,"[""Lama3"",""Itga9_Itgb1""]",Lama3,Itga9_Itgb1,1
Lama3_Itgav_Itgb8,"[""Lama3"",""Itgav_Itgb8""]",Lama3,Itgav_Itgb8,1
Lama3_Sv2a,"[""Lama3"",""Sv2a""]",Lama3,Sv2a,2
Lama3_Sv2b,"[""Lama3"",""Sv2b""]",Lama3,Sv2b,1
Lama3_Sv2c,"[""Lama3"",""Sv2c""]",Lama3,Sv2c,1
Lama4_Cd44,"[""Lama4"",""Cd44""]",Lama4,Cd44,1
Lama4_Dag1,"[""Lama4"",""Dag1""]",Lama4,Dag1,1
Lama4_Itga1_Itgb1,"[""Lama4"",""Itga1_Itgb1""]",Lama4,Itga1_Itgb1,1
Lama4_Itga2_Itgb1,"[""Lama4"",""Itga2_Itgb1""]",Lama4,Itga2_Itgb1,1
Lama4_Itga3_Itgb1,"[""Lama4"",""Itga3_Itgb1""]",Lama4,Itga3_Itgb1,1
Lama4_Itga6_Itgb1,"[""Lama4"",""Itga6_Itgb1""]",Lama4,Itga6_Itgb1,1
Lama4_Itga6_Itgb4,"[""Lama4"",""Itga6_Itgb4""]",Lama4,Itga6_Itgb4,1
Lama4_Itga7_Itgb1,"[""Lama4"",""Itga7_Itgb1""]",Lama4,Itga7_Itgb1,1
Lama4_Itga9_Itgb1,"[""Lama4"",""Itga9_Itgb1""]",Lama4,Itga9_Itgb1,1
Lama4_Itgav_Itgb8,"[""Lama4"",""Itgav_Itgb8""]",Lama4,Itgav_Itgb8,1
Lama4_Sv2a,"[""Lama4"",""Sv2a""]",Lama4,Sv2a,1
Lama4_Sv2b,"[""Lama4"",""Sv2b""]",Lama4,Sv2b,1
Lama4_Sv2c,"[""Lama4"",""Sv2c""]",Lama4,Sv2c,1
Lama5_Cd44,"[""Lama5"",""Cd44""]",Lama5,Cd44,3
Lama5_Dag1,"[""Lama5"",""Dag1""]",Lama5,Dag1,1
Lama5_Itga1_Itgb1,"[""Lama5"",""Itga1_Itgb1""]",Lama5,Itga1_Itgb1,1
Lama5_Itga2_Itgb1,"[""Lama5"",""Itga2_Itgb1""]",Lama5,Itga2_Itgb1,1
Lama5_Itga3_Itgb1,"[""Lama5"",""Itga3_Itgb1""]",Lama5,Itga3_Itgb1,1
Lama5_Itga6_Itgb1,"[""Lama5"",""Itga6_Itgb1""]",Lama5,Itga6_Itgb1,1
Lama5_Itga6_Itgb4,"[""Lama5"",""Itga6_Itgb4""]",Lama5,Itga6_Itgb4,1
Lama5_Itga7_Itgb1,"[""Lama5"",""Itga7_Itgb1""]",Lama5,Itga7_Itgb1,1
Lama5_Itga9_Itgb1,"[""Lama5"",""Itga9_Itgb1""]",Lama5,Itga9_Itgb1,1
Lama5_Itgav_Itgb8,"[""Lama5"",""Itgav_Itgb8""]",Lama5,Itgav_Itgb8,1
Lama5_Sv2a,"[""Lama5"",""Sv2a""]",Lama5,Sv2a,2
Lama5_Sv2b,"[""Lama5"",""Sv2b""]",Lama5,Sv2b,1
Lama5_Sv2c,"[""Lama5"",""Sv2c""]",Lama5,Sv2c,1
Lamb1_Cd44,"[""Lamb1"",""Cd44""]",Lamb1,Cd44,1
Lamb1_Dag1,"[""Lamb1"",""Dag1""]",Lamb1,Dag1,1
Lamb1_Itga1_Itgb1,"[""Lamb1"",""Itga1_Itgb1""]",Lamb1,Itga1_Itgb1,1
Lamb1_Itga2_Itgb1,"[""Lamb1"",""Itga2_Itgb1""]",Lamb1,Itga2_Itgb1,1
Lamb1_Itga3_Itgb1,"[""Lamb1"",""Itga3_Itgb1""]",Lamb1,Itga3_Itgb1,1
Lamb1_Itga6_Itgb1,"[""Lamb1"",""Itga6_Itgb1""]",Lamb1,Itga6_Itgb1,1
Lamb1_Itga6_Itgb4,"[""Lamb1"",""Itga6_Itgb4""]",Lamb1,Itga6_Itgb4,1
Lamb1_Itga7_Itgb1,"[""Lamb1"",""Itga7_Itgb1""]",Lamb1,Itga7_Itgb1,1
Lamb1_Itga9_Itgb1,"[""Lamb1"",""Itga9_Itgb1""]",Lamb1,Itga9_Itgb1,1
Lamb1_Itgav_Itgb8,"[""Lamb1"",""Itgav_Itgb8""]",Lamb1,Itgav_Itgb8,1
Lamb1_Sv2a,"[""Lamb1"",""Sv2a""]",Lamb1,Sv2a,1
Lamb1_Sv2b,"[""Lamb1"",""Sv2b""]",Lamb1,Sv2b,1
Lamb1_Sv2c,"[""Lamb1"",""Sv2c""]",Lamb1,Sv2c,1
Lamb2_Cd44,"[""Lamb2"",""Cd44""]",Lamb2,Cd44,2
Lamb2_Dag1,"[""Lamb2"",""Dag1""]",Lamb2,Dag1,1
Lamb2_Itga1_Itgb1,"[""Lamb2"",""Itga1_Itgb1""]",Lamb2,Itga1_Itgb1,1
Lamb2_Itga2_Itgb1,"[""Lamb2"",""Itga2_Itgb1""]",Lamb2,Itga2_Itgb1,1
Lamb2_Itga3_Itgb1,"[""Lamb2"",""Itga3_Itgb1""]",Lamb2,Itga3_Itgb1,1
Lamb2_Itga6_Itgb1,"[""Lamb2"",""Itga6_Itgb1""]",Lamb2,Itga6_Itgb1,1
Lamb2_Itga6_Itgb4,"[""Lamb2"",""Itga6_Itgb4""]",Lamb2,Itga6_Itgb4,1
Lamb2_Itga7_Itgb1,"[""Lamb2"",""Itga7_Itgb1""]",Lamb2,Itga7_Itgb1,1
Lamb2_Itga9_Itgb1,"[""Lamb2"",""Itga9_Itgb1""]",Lamb2,Itga9_Itgb1,1
Lamb2_Itgav_Itgb8,"[""Lamb2"",""Itgav_Itgb8""]",Lamb2,Itgav_Itgb8,1
Lamb2_Sv2a,"[""Lamb2"",""Sv2a""]",Lamb2,Sv2a,2
Lamb2_Sv2b,"[""Lamb2"",""Sv2b""]",Lamb2,Sv2b,1
Lamb2_Sv2c,"[""Lamb2"",""Sv2c""]",Lamb2,Sv2c,1
Lamb3_Cd44,"[""Lamb3"",""Cd44""]",Lamb3,Cd44,1
Lamb3_Dag1,"[""Lamb3"",""Dag1""]",Lamb3,Dag1,1
Lamb3_Itga1_Itgb1,"[""Lamb3"",""Itga1_Itgb1""]",Lamb3,Itga1_Itgb1,1
Lamb3_Itga2_Itgb1,"[""Lamb3"",""Itga2_Itgb1""]",Lamb3,Itga2_Itgb1,1
Lamb3_Itga3_Itgb1,"[""Lamb3"",""Itga3_Itgb1""]",Lamb3,Itga3_Itgb1,1
Lamb3_Itga6_Itgb1,"[""Lamb3"",""Itga6_Itgb1""]",Lamb3,Itga6_Itgb1,1
Lamb3_Itga6_Itgb4,"[""Lamb3"",""Itga6_Itgb4""]",Lamb3,Itga6_Itgb4,1
Lamb3_Itga7_Itgb1,"[""Lamb3"",""Itga7_Itgb1""]",Lamb3,Itga7_Itgb1,1
Lamb3_Itga9_Itgb1,"[""Lamb3"",""Itga9_Itgb1""]",Lamb3,Itga9_Itgb1,1
Lamb3_Itgav_Itgb8,"[""Lamb3"",""Itgav_Itgb8""]",Lamb3,Itgav_Itgb8,1
Lamb3_Sv2a,"[""Lamb3"",""Sv2a""]",Lamb3,Sv2a,1
Lamb3_Sv2b,"[""Lamb3"",""Sv2b""]",Lamb3,Sv2b,1
Lamb3_Sv2c,"[""Lamb3"",""Sv2c""]",Lamb3,Sv2c,1
Lamc1_Cd44,"[""Lamc1"",""Cd44""]",Lamc1,Cd44,1
Lamc1_Dag1,"[""Lamc1"",""Dag1""]",Lamc1,Dag1,1
Lamc1_Itga1_Itgb1,"[""Lamc1"",""Itga1_Itgb1""]",Lamc1,Itga1_Itgb1,1
Lamc1_Itga2_Itgb1,"[""Lamc1"",""Itga2_Itgb1""]",Lamc1,Itga2_Itgb1,1
Lamc1_Itga3_Itgb1,"[""Lamc1"",""Itga3_Itgb1""]",Lamc1,Itga3_Itgb1,1
Lamc1_Itga6_Itgb1,"[""Lamc1"",""Itga6_Itgb1""]",Lamc1,Itga6_Itgb1,1
Lamc1_Itga6_Itgb4,"[""Lamc1"",""Itga6_Itgb4""]",Lamc1,Itga6_Itgb4,1
Lamc1_Itga7_Itgb1,"[""Lamc1"",""Itga7_Itgb1""]",Lamc1,Itga7_Itgb1,1
Lamc1_Itga9_Itgb1,"[""Lamc1"",""Itga9_Itgb1""]",Lamc1,Itga9_Itgb1,1
Lamc1_Itgav_Itgb8,"[""Lamc1"",""Itgav_Itgb8""]",Lamc1,Itgav_Itgb8,1
Lamc1_Sv2a,"[""Lamc1"",""Sv2a""]",Lamc1,Sv2a,1
Lamc1_Sv2b,"[""Lamc1"",""Sv2b""]",Lamc1,Sv2b,1
Lamc1_Sv2c,"[""Lamc1"",""Sv2c""]",Lamc1,Sv2c,1
Lamc2_Cd44,"[""Lamc2"",""Cd44""]",Lamc2,Cd44,3
Lamc2_Dag1,"[""Lamc2"",""Dag1""]",Lamc2,Dag1,1
Lamc2_Itga1_Itgb1,"[""Lamc2"",""Itga1_Itgb1""]",Lamc2,Itga1_Itgb1,1
Lamc2_Itga2_Itgb1,"[""Lamc2"",""Itga2_Itgb1""]",Lamc2,Itga2_Itgb1,1
Lamc2_Itga3_Itgb1,"[""Lamc2"",""Itga3_Itgb1""]",Lamc2,Itga3_Itgb1,1
Lamc2_Itga6_Itgb1,"[""Lamc2"",""Itga6_Itgb1""]",Lamc2,Itga6_Itgb1,1
Lamc2_Itga6_Itgb4,"[""Lamc2"",""Itga6_Itgb4""]",Lamc2,Itga6_Itgb4,1
Lamc2_Itga7_Itgb1,"[""Lamc2"",""Itga7_Itgb1""]",Lamc2,Itga7_Itgb1,1
Lamc2_Itga9_Itgb1,"[""Lamc2"",""Itga9_Itgb1""]",Lamc2,Itga9_Itgb1,1
Lamc2_Itgav_Itgb8,"[""Lamc2"",""Itgav_Itgb8""]",Lamc2,Itgav_Itgb8,1
Lamc2_Sv2a,"[""Lamc2"",""Sv2a""]",Lamc2,Sv2a,2
Lamc2_Sv2b,"[""Lamc2"",""Sv2b""]",Lamc2,Sv2b,1
Lamc2_Sv2c,"[""Lamc2"",""Sv2c""]",Lamc2,Sv2c,1
Lamc3_Cd44,"[""Lamc3"",""Cd44""]",Lamc3,Cd44,1
Lamc3_Dag1,"[""Lamc3"",""Dag1""]",Lamc3,Dag1,1
Lamc3_Itga1_Itgb1,"[""Lamc3"",""Itga1_Itgb1""]",Lamc3,Itga1_Itgb1,1
Lamc3_Itga2_Itgb1,"[""Lamc3"",""Itga2_Itgb1""]",Lamc3,Itga2_Itgb1,1
Lamc3_Itga3_Itgb1,"[""Lamc3"",""Itga3_Itgb1""]",Lamc3,Itga3_Itgb1,1
Lamc3_Itga6_Itgb1,"[""Lamc3"",""Itga6_Itgb1""]",Lamc3,Itga6_Itgb1,1
Lamc3_Itga6_Itgb4,"[""Lamc3"",""Itga6_Itgb4""]",Lamc3,Itga6_Itgb4,1
Lamc3_Itga7_Itgb1,"[""Lamc3"",""Itga7_Itgb1""]",Lamc3,Itga7_Itgb1,1
Lamc3_Itga9_Itgb1,"[""Lamc3"",""Itga9_Itgb1""]",Lamc3,Itga9_Itgb1,1
Lamc3_Itgav_Itgb8,"[""Lamc3"",""Itgav_Itgb8""]",Lamc3,Itgav_Itgb8,1
Lamc3_Sv2a,"[""Lamc3"",""Sv2a""]",Lamc3,Sv2a,1
Lamc3_Sv2b,"[""Lamc3"",""Sv2b""]",Lamc3,Sv2b,1
Lamc3_Sv2c,"[""Lamc3"",""Sv2c""]",Lamc3,Sv2c,1
Lck_Cd8a_Cd8b1,"[""Lck"",""Cd8a_Cd8b1""]",Lck,Cd8a_Cd8b1,1
Lgals9_Cd44,"[""Lgals9"",""Cd44""]",Lgals9,Cd44,3
Lgals9_Havcr2,"[""Lgals9"",""Havcr2""]",Lgals9,Havcr2,1
Lgals9_Ighm,"[""Lgals9"",""Ighm""]",Lgals9,Ighm,1
Lgals9_Ptprc,"[""Lgals9"",""Ptprc""]",Lgals9,Ptprc,1
Lhb_Lhcgr,"[""Lhb"",""Lhcgr""]",Lhb,Lhcgr,1
Lif_Lifr_Il6st,"[""Lif"",""Lifr_Il6st""]",Lif,Lifr_Il6st,1
Lrrc4_Ntng2,"[""Lrrc4"",""Ntng2""]",Lrrc4,Ntng2,1
Lrrc4b_Ptprf,"[""Lrrc4b"",""Ptprf""]",Lrrc4b,Ptprf,1
Lrrc4c_Ntng1,"[""Lrrc4c"",""Ntng1""]",Lrrc4c,Ntng1,1
Lta_Tnfrsf14,"[""Lta"",""Tnfrsf14""]",Lta,Tnfrsf14,1
Lta_Tnfrsf1a,"[""Lta"",""Tnfrsf1a""]",Lta,Tnfrsf1a,1
Lta_Tnfrsf1b,"[""Lta"",""Tnfrsf1b""]",Lta,Tnfrsf1b,2
Lta_Ltb_Ltbr,"[""Lta_Ltb"",""Ltbr""]",Lta_Ltb,Ltbr,1
Madcam1_Itga4_Itgb7,"[""Madcam1"",""Itga4_Itgb7""]",Madcam1,Itga4_Itgb7,1
Mag_Mag,"[""Mag"",""Mag""]",Mag,Mag,2
Mdk_Alk,"[""Mdk"",""Alk""]",Mdk,Alk,1
Mdk_Itga4_Itgb1,"[""Mdk"",""Itga4_Itgb1""]",Mdk,Itga4_Itgb1,1
Mdk_Itga6_Itgb1,"[""Mdk"",""Itga6_Itgb1""]",Mdk,Itga6_Itgb1,1
Mdk_Lrp1,"[""Mdk"",""Lrp1""]",Mdk,Lrp1,1
Mdk_Ncl,"[""Mdk"",""Ncl""]",Mdk,Ncl,1
Mdk_Ptprz1,"[""Mdk"",""Ptprz1""]",Mdk,Ptprz1,1
Mdk_Sdc1,"[""Mdk"",""Sdc1""]",Mdk,Sdc1,1
Mdk_Sdc2,"[""Mdk"",""Sdc2""]",Mdk,Sdc2,1
Mdk_Sdc4,"[""Mdk"",""Sdc4""]",Mdk,Sdc4,1
Mif_Ackr3,"[""Mif"",""Ackr3""]",Mif,Ackr3,1
Mif_Cd74_Cd44,"[""Mif"",""Cd74_Cd44""]",Mif,Cd74_Cd44,1
Mif_Cd74_Cxcr2,"[""Mif"",""Cd74_Cxcr2""]",Mif,Cd74_Cxcr2,1
Mif_Cd74_Cxcr4,"[""Mif"",""Cd74_Cxcr4""]",Mif,Cd74_Cxcr4,1
Mpz_Mpz,"[""Mpz"",""Mpz""]",Mpz,Mpz,1
Mpz_Mpzl1,"[""Mpz"",""Mpzl1""]",Mpz,Mpzl1,1
Mpzl1_Mpzl1,"[""Mpzl1"",""Mpzl1""]",Mpzl1,Mpzl1,1
Mstn_Acvr1b_Acvr2a,"[""Mstn"",""Acvr1b_Acvr2a""]",Mstn,Acvr1b_Acvr2a,1
Mstn_Acvr1b_Acvr2b,"[""Mstn"",""Acvr1b_Acvr2b""]",Mstn,Acvr1b_Acvr2b,1
Mstn_Tgfbr1_Acvr2a,"[""Mstn"",""Tgfbr1_Acvr2a""]",Mstn,Tgfbr1_Acvr2a,1
Mstn_Tgfbr1_Acvr2b,"[""Mstn"",""Tgfbr1_Acvr2b""]",Mstn,Tgfbr1_Acvr2b,1
Nampt_Insr,"[""Nampt"",""Insr""]",Nampt,Insr,1
Nampt_Itga5_Itgb1,"[""Nampt"",""Itga5_Itgb1""]",Nampt,Itga5_Itgb1,1
Ncam1_Fgfr1,"[""Ncam1"",""Fgfr1""]",Ncam1,Fgfr1,1
Ncam1_L1cam,"[""Ncam1"",""L1cam""]",Ncam1,L1cam,2
Ncam1_Ncam1,"[""Ncam1"",""Ncam1""]",Ncam1,Ncam1,1
Ncam1_Ncam2,"[""Ncam1"",""Ncam2""]",Ncam1,Ncam2,1
Ncam2_L1cam,"[""Ncam2"",""L1cam""]",Ncam2,L1cam,2
Nectin1_Cadm3,"[""Nectin1"",""Cadm3""]",Nectin1,Cadm3,2
Nectin1_Cd96,"[""Nectin1"",""Cd96""]",Nectin1,Cd96,1
Nectin1_Nectin3,"[""Nectin1"",""Nectin3""]",Nectin1,Nectin3,1
Nectin1_Nectin4,"[""Nectin1"",""Nectin4""]",Nectin1,Nectin4,1
Nectin2_Cd226,"[""Nectin2"",""Cd226""]",Nectin2,Cd226,1
Nectin2_Tigit,"[""Nectin2"",""Tigit""]",Nectin2,Tigit,1
Nectin3_Nectin1,"[""Nectin3"",""Nectin1""]",Nectin3,Nectin1,1
Nectin3_Nectin2,"[""Nectin3"",""Nectin2""]",Nectin3,Nectin2,1
Nectin3_Pvr,"[""Nectin3"",""Pvr""]",Nectin3,Pvr,1
Nectin3_Tigit,"[""Nectin3"",""Tigit""]",Nectin3,Tigit,1
Negr1_Negr1,"[""Negr1"",""Negr1""]",Negr1,Negr1,1
Nfasc_Cntn1_Cntnap1,"[""Nfasc"",""Cntn1_Cntnap1""]",Nfasc,Cntn1_Cntnap1,2
Ngf_Ngfr,"[""Ngf"",""Ngfr""]",Ngf,Ngfr,1
Ngf_Ntrk1,"[""Ngf"",""Ntrk1""]",Ngf,Ntrk1,1
Nmb_Nmbr,"[""Nmb"",""Nmbr""]",Nmb,Nmbr,1
Nms_Nmur1,"[""Nms"",""Nmur1""]",Nms,Nmur1,1
Nms_Nmur2,"[""Nms"",""Nmur2""]",Nms,Nmur2,2
Nmu_Nmur1,"[""Nmu"",""Nmur1""]",Nmu,Nmur1,1
Nmu_Nmur2,"[""Nmu"",""Nmur2""]",Nmu,Nmur2,1
Nodal_Acvr1b_Acvr2a_Cfc1,"[""Nodal"",""Acvr1b_Acvr2a_Cfc1""]",Nodal,Acvr1b_Acvr2a_Cfc1,1
Nodal_Acvr1b_Acvr2b_Cfc1,"[""Nodal"",""Acvr1b_Acvr2b_Cfc1""]",Nodal,Acvr1b_Acvr2b_Cfc1,1
Nodal_Acvr1c_Acvr2a_Cfc1,"[""Nodal"",""Acvr1c_Acvr2a_Cfc1""]",Nodal,Acvr1c_Acvr2a_Cfc1,1
Nodal_Acvr1c_Acvr2b_Cfc1,"[""Nodal"",""Acvr1c_Acvr2b_Cfc1""]",Nodal,Acvr1c_Acvr2b_Cfc1,1
Npb_Npbwr1,"[""Npb"",""Npbwr1""]",Npb,Npbwr1,1
Npff_Npffr1,"[""Npff"",""Npffr1""]",Npff,Npffr1,1
Npff_Npffr2,"[""Npff"",""Npffr2""]",Npff,Npffr2,1
Npnt_Fras1_Frem1_Itga8_Itgb1,"[""Npnt_Fras1_Frem1"",""Itga8_Itgb1""]",Npnt_Fras1_Frem1,Itga8_Itgb1,1
Npnt_Fras1_Frem2_Itga8_Itgb1,"[""Npnt_Fras1_Frem2"",""Itga8_Itgb1""]",Npnt_Fras1_Frem2,Itga8_Itgb1,1
Nppa_Npr1,"[""Nppa"",""Npr1""]",Nppa,Npr1,1
Nppb_Npr1,"[""Nppb"",""Npr1""]",Nppb,Npr1,1
Nppc_Npr2,"[""Nppc"",""Npr2""]",Nppc,Npr2,1
Nps_Npsr1,"[""Nps"",""Npsr1""]",Nps,Npsr1,1
Npvf_Npffr1,"[""Npvf"",""Npffr1""]",Npvf,Npffr1,1
Npvf_Npffr2,"[""Npvf"",""Npffr2""]",Npvf,Npffr2,1
Npw_Npbwr1,"[""Npw"",""Npbwr1""]",Npw,Npbwr1,1
Npy_Gpr83,"[""Npy"",""Gpr83""]",Npy,Gpr83,1
Npy_Npy1r,"[""Npy"",""Npy1r""]",Npy,Npy1r,2
Npy_Npy2r,"[""Npy"",""Npy2r""]",Npy,Npy2r,2
Npy_Npy5r,"[""Npy"",""Npy5r""]",Npy,Npy5r,3
Nrg1_Erbb2_Erbb3,"[""Nrg1"",""Erbb2_Erbb3""]",Nrg1,Erbb2_Erbb3,1
Nrg1_Erbb2_Erbb4,"[""Nrg1"",""Erbb2_Erbb4""]",Nrg1,Erbb2_Erbb4,1
Nrg1_Erbb3,"[""Nrg1"",""Erbb3""]",Nrg1,Erbb3,1
Nrg1_Erbb4,"[""Nrg1"",""Erbb4""]",Nrg1,Erbb4,1
Nrg1_Itgav_Itgb3,"[""Nrg1"",""Itgav_Itgb3""]",Nrg1,Itgav_Itgb3,1
Nrg2_Erbb2_Erbb3,"[""Nrg2"",""Erbb2_Erbb3""]",Nrg2,Erbb2_Erbb3,1
Nrg2_Erbb2_Erbb4,"[""Nrg2"",""Erbb2_Erbb4""]",Nrg2,Erbb2_Erbb4,1
Nrg2_Erbb3,"[""Nrg2"",""Erbb3""]",Nrg2,Erbb3,1
Nrg2_Erbb4,"[""Nrg2"",""Erbb4""]",Nrg2,Erbb4,1
Nrg3_Erbb2_Erbb4,"[""Nrg3"",""Erbb2_Erbb4""]",Nrg3,Erbb2_Erbb4,1
Nrg3_Erbb4,"[""Nrg3"",""Erbb4""]",Nrg3,Erbb4,1
Nrg4_Erbb2_Erbb4,"[""Nrg4"",""Erbb2_Erbb4""]",Nrg4,Erbb2_Erbb4,1
Nrg4_Erbb4,"[""Nrg4"",""Erbb4""]",Nrg4,Erbb4,1
Nrtn_Gfra2_Ret,"[""Nrtn"",""Gfra2_Ret""]",Nrtn,Gfra2_Ret,1
Nrxn1_Nlgn1,"[""Nrxn1"",""Nlgn1""]",Nrxn1,Nlgn1,1
Nrxn1_Nlgn2,"[""Nrxn1"",""Nlgn2""]",Nrxn1,Nlgn2,1
Nrxn1_Nlgn3,"[""Nrxn1"",""Nlgn3""]",Nrxn1,Nlgn3,1
Nrxn2_Nlgn1,"[""Nrxn2"",""Nlgn1""]",Nrxn2,Nlgn1,2
Nrxn2_Nlgn2,"[""Nrxn2"",""Nlgn2""]",Nrxn2,Nlgn2,2
Nrxn2_Nlgn3,"[""Nrxn2"",""Nlgn3""]",Nrxn2,Nlgn3,2
Nrxn3_Nlgn1,"[""Nrxn3"",""Nlgn1""]",Nrxn3,Nlgn1,1
Nrxn3_Nlgn2,"[""Nrxn3"",""Nlgn2""]",Nrxn3,Nlgn2,1
Nrxn3_Nlgn3,"[""Nrxn3"",""Nlgn3""]",Nrxn3,Nlgn3,2
Ntf3_Ntrk1,"[""Ntf3"",""Ntrk1""]",Ntf3,Ntrk1,1
Ntf3_Ntrk2,"[""Ntf3"",""Ntrk2""]",Ntf3,Ntrk2,1
Ntf3_Ntrk3,"[""Ntf3"",""Ntrk3""]",Ntf3,Ntrk3,1
Ntf5_Ntrk2,"[""Ntf5"",""Ntrk2""]",Ntf5,Ntrk2,1
Nts_Ntsr1,"[""Nts"",""Ntsr1""]",Nts,Ntsr1,1
Ocln_Ocln,"[""Ocln"",""Ocln""]",Ocln,Ocln,1
Osm_Lifr_Il6st,"[""Osm"",""Lifr_Il6st""]",Osm,Lifr_Il6st,1
Osm_Osmr_Il6st,"[""Osm"",""Osmr_Il6st""]",Osm,Osmr_Il6st,1
Ostn_Npr3,"[""Ostn"",""Npr3""]",Ostn,Npr3,1
Oxt_Oxtr,"[""Oxt"",""Oxtr""]",Oxt,Oxtr,1
Pdcd1lg2_Pdcd1,"[""Pdcd1lg2"",""Pdcd1""]",Pdcd1lg2,Pdcd1,1
Pdgfa_Pdgfra,"[""Pdgfa"",""Pdgfra""]",Pdgfa,Pdgfra,1
Pdgfa_Pdgfrb,"[""Pdgfa"",""Pdgfrb""]",Pdgfa,Pdgfrb,1
Pdgfb_Pdgfra,"[""Pdgfb"",""Pdgfra""]",Pdgfb,Pdgfra,1
Pdgfb_Pdgfrb,"[""Pdgfb"",""Pdgfrb""]",Pdgfb,Pdgfrb,1
Pdgfc_Pdgfra,"[""Pdgfc"",""Pdgfra""]",Pdgfc,Pdgfra,1
Pdgfd_Pdgfrb,"[""Pdgfd"",""Pdgfrb""]",Pdgfd,Pdgfrb,1
Pdyn_Oprd1,"[""Pdyn"",""Oprd1""]",Pdyn,Oprd1,2
